
2025-12-17,emails_sent,1
2025-12-17,emails_failed,0
2025-12-17,processing_time_seconds,1.28
2025-12-17,emails_sent,1
2025-12-17,emails_failed,0
2025-12-17,processing_time_seconds,1.31
2025-12-17,emails_sent,1
2025-12-17,emails_failed,2
2025-12-17,processing_time_seconds,1.72
2025-12-19,emails_sent,0
2025-12-19,emails_failed,3
2025-12-19,processing_time_seconds,0.0
2025-12-19,emails_sent,1
2025-12-19,emails_failed,2
2025-12-19,processing_time_seconds,2.07
2025-12-19,emails_sent,1
2025-12-19,emails_failed,2
2025-12-19,processing_time_seconds,1.52
2025-12-19,emails_sent,1
2025-12-19,emails_failed,2
2025-12-19,processing_time_seconds,1.41
2025-12-19,emails_sent,1
2025-12-19,emails_failed,2
2025-12-19,processing_time_seconds,1.18
2025-12-19,emails_sent,1
2025-12-19,emails_failed,2
2025-12-19,processing_time_seconds,1.34
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.07
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,3
2025-12-27,processing_time_seconds,0.01
2025-12-27,emails_sent,0
2025-12-27,emails_failed,0
2025-12-27,processing_time_seconds,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,0
2025-12-27,processing_time_seconds,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,0
2025-12-27,processing_time_seconds,0.0
2025-12-27,open_rate,0.0
2025-12-27,click_rate,0.0
2025-12-27,emails_sent,0
2025-12-27,emails_failed,0
2025-12-27,processing_time_seconds,0.0
2025-12-27,open_rate,0.0
2025-12-27,click_rate,0.0
2025-12-28,emails_sent,0
2025-12-28,emails_failed,0
2025-12-28,processing_time_seconds,4.23
2025-12-28,open_rate,0.0
2025-12-28,click_rate,0.0
2025-12-28,emails_sent,0
2025-12-28,emails_failed,3
2025-12-28,processing_time_seconds,0.91
2025-12-28,emails_sent,0
2025-12-28,emails_failed,3
2025-12-28,processing_time_seconds,0.01
2025-12-28,emails_sent,0
2025-12-28,emails_failed,3
2025-12-28,processing_time_seconds,0.0
2025-12-28,emails_sent,0
2025-12-28,emails_failed,3
2025-12-28,processing_time_seconds,0.0
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.02
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.09
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,3.75
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.04
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,3.67
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,3.66
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.12
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,3.46
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.8
2025-12-28,emails_sent,0
2025-12-28,emails_failed,3
2025-12-28,processing_time_seconds,0.02
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.22
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,15.09
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,15.07
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,15.11
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,4.32
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,15.64
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,16.64
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,16.71
2025-12-28,emails_sent,1
2025-12-28,emails_failed,2
2025-12-28,processing_time_seconds,16.94
2025-12-28,emails_sent,1
